GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A2CG63	Arid4b	acts_upstream_of_or_within	GO:0007283	spermatogenesis	ECO:0000316	IGI	PMID:23487765	MGI:MGI:2444354	10090	MGI		P
UniProtKB	A2CG71	Btbd35f20	involved_in	GO:0007281	germ cell development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR043380	10090	InterPro		P
UniProtKB	A2CG92	Btbd35f10	involved_in	GO:0007281	germ cell development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR043380	10090	InterPro		P
UniProtKB	A2CGA5	Birc3	involved_in	GO:0007283	spermatogenesis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:F7FLN8|ensembl:ENSRNOP00000007702	10090	Ensembl		P
UniProtKB	A2CGC2	Btbd35f4	involved_in	GO:0007281	germ cell development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR043380	10090	InterPro		P
UniProtKB	A2RTF1	Catsperb	involved_in	GO:0007283	spermatogenesis	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	A2RTF1	Catsperb	acts_upstream_of_or_within	GO:0048240	sperm capacitation	ECO:0000304	TAS	PMID:18689890		10090	MGI	occurs_in(EMAPA:17972)	P
UniProtKB	A3KGV1	Odf2	involved_in	GO:0007283	spermatogenesis	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	A3KGV1	Odf2	involved_in	GO:0007286	spermatid development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6AYX5|ensembl:ENSRNOP00000041336	10090	Ensembl		P
UniProtKB	A3KMD0	Prm1	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000221	10090	InterPro		P
UniProtKB	A3KMD0	Prm1	involved_in	GO:0007283	spermatogenesis	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	A3KMN0	Zbtb16	acts_upstream_of_or_within	GO:0048133	male germ-line stem cell asymmetric division	ECO:0000315	IMP	PMID:15156143	MGI:MGI:2182708	10090	MGI		P
UniProtKB	A3KMN0	Zbtb16	acts_upstream_of_or_within	GO:0048133	male germ-line stem cell asymmetric division	ECO:0000315	IMP	PMID:15156142	MGI:MGI:1856943	10090	MGI		P
UniProtKB	A6H656	Odf1	involved_in	GO:0007283	spermatogenesis	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	A6X8I0	Gm1993	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109542|MGI:MGI:1922390|PANTHER:PTN001064565|UniProtKB:Q8IZU3	10090	GO_Central		P
UniProtKB	A6X8J1	Gm16405	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109542|MGI:MGI:1922390|PANTHER:PTN001064565|UniProtKB:Q8IZU3	10090	GO_Central		P
UniProtKB	B0QZP0	Gm49340	involved_in	GO:0007276	gamete generation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033536	10090	InterPro		P
UniProtKB	B1ASB6	Spocd1	involved_in	GO:0007283	spermatogenesis	ECO:0000315	IMP	PMID:32674113		10090	UniProt		P
UniProtKB	B1AXT4	Spin2c	involved_in	GO:0007276	gamete generation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003671	10090	InterPro		P
UniProtKB	B1AXT5	Spin2c	involved_in	GO:0007276	gamete generation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003671	10090	InterPro		P
UniProtKB	B1AZA0	Gm14525	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109542|MGI:MGI:1922390|PANTHER:PTN001064565|UniProtKB:Q8IZU3	10090	GO_Central		P
UniProtKB	B1B0R1	Gm2012	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109542|MGI:MGI:1922390|PANTHER:PTN001064565|UniProtKB:Q8IZU3	10090	GO_Central		P
UniProtKB	B1B0R2	Spin2d	involved_in	GO:0007276	gamete generation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003671	10090	InterPro		P
UniProtKB	B1B0R4	Xlr4b	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109542|MGI:MGI:1922390|PANTHER:PTN001064565|UniProtKB:Q8IZU3	10090	GO_Central		P
UniProtKB	B1B0R5	Xlr4b	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109542|MGI:MGI:1922390|PANTHER:PTN001064565|UniProtKB:Q8IZU3	10090	GO_Central		P
UniProtKB	B1B0V2	Ezhip	acts_upstream_of_or_within	GO:0048599	oocyte development	ECO:0000315	IMP	PMID:31451685	MGI:MGI:6404408	10090	MGI		P
UniProtKB	B2KFD7	Spata22	involved_in	GO:0007276	gamete generation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033536	10090	InterPro		P
UniProtKB	B2KGK9	Tex14	involved_in	GO:0007140	male meiotic nuclear division	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039339	10090	InterPro		P
UniProtKB	B2MWM9	Calr	involved_in	GO:0007283	spermatogenesis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P18418|ensembl:ENSRNOP00000004091	10090	Ensembl		P
UniProtKB	B2RQC2	Usp42	involved_in	GO:0007283	spermatogenesis	ECO:0000304	TAS	PMID:16904385		10090	UniProt		P
UniProtKB	B2RQC2	Usp42	involved_in	GO:0007283	spermatogenesis	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	B2RR67	Pmfbp1	involved_in	GO:0007283	spermatogenesis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8TBY8|ensembl:ENSP00000443817	10090	Ensembl		P
UniProtKB	B2RR83	Ythdc2	involved_in	GO:0007286	spermatid development	ECO:0000315	IMP	PMID:29360036		10090	UniProt		P
UniProtKB	B2RR83	Ythdc2	involved_in	GO:0007286	spermatid development	ECO:0000315	IMP	PMID:29087293		10090	UniProt		P
UniProtKB	B2RR83	Ythdc2	involved_in	GO:0007286	spermatid development	ECO:0000315	IMP	PMID:29033321		10090	UniProt		P
UniProtKB	B2RR83	Ythdc2	involved_in	GO:0048599	oocyte development	ECO:0000315	IMP	PMID:29360036		10090	UniProt		P
UniProtKB	B2RR83	Ythdc2	involved_in	GO:0048599	oocyte development	ECO:0000315	IMP	PMID:29087293		10090	UniProt		P
UniProtKB	B2RR83	Ythdc2	involved_in	GO:0048599	oocyte development	ECO:0000315	IMP	PMID:29033321		10090	UniProt		P
UniProtKB	B2RR83	Ythdc2	involved_in	GO:0048477	oogenesis	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0896	10090	UniProt		P
UniProtKB	B2RR83	Ythdc2	involved_in	GO:0007283	spermatogenesis	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	B2RR84	Pde3a	involved_in	GO:0001556	oocyte maturation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q62865|ensembl:ENSRNOP00000032282	10090	Ensembl		P
UniProtKB	B2RUF0	Ybx2	involved_in	GO:0048599	oocyte development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D4A3P0|ensembl:ENSRNOP00000023003	10090	Ensembl		P
UniProtKB	B2RV46	Spata6l	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR042769	10090	InterPro		P
UniProtKB	B2RX14	Tut4	involved_in	GO:0001556	oocyte maturation	ECO:0000315	IMP	PMID:28792939		10090	UniProt		P
UniProtKB	B2RXY9	Pabpc1l	acts_upstream_of_or_within	GO:0001556	oocyte maturation	ECO:0000314	IDA	PMID:26134869		10090	MGI		P
UniProtKB	B2RXY9	Pabpc1l	acts_upstream_of_or_within	GO:0001556	oocyte maturation	ECO:0000315	IMP	PMID:22621333	MGI:MGI:5437740	10090	MGI		P
UniProtKB	B5KM66	Syce3	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR028145	10090	InterPro		P
UniProtKB	B5KM66	Syce3	involved_in	GO:0007283	spermatogenesis	ECO:0000315	IMP	PMID:21637789		10090	UniProt		P
UniProtKB	B7ZNJ7	Tdrp	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031399	10090	InterPro		P
UniProtKB	B7ZWC9	4430402I18Rik	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR042769	10090	InterPro		P
UniProtKB	B7ZWD0	4430402I18Rik	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR042769	10090	InterPro		P
UniProtKB	B8JKF6	Btbd35f13	involved_in	GO:0007281	germ cell development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR043380	10090	InterPro		P
UniProtKB	B9EHQ4	Angpt2	involved_in	GO:0007281	germ cell development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35462|ensembl:ENSRNOP00000022774	10090	Ensembl		P
UniProtKB	B9EKI3	Tmf1	acts_upstream_of_or_within	GO:0007286	spermatid development	ECO:0000315	IMP	PMID:23000399	MGI:MGI:4867392	10090	MGI		P
UniProtKB	B9EKI3	Tmf1	acts_upstream_of_or_within	GO:0007286	spermatid development	ECO:0000315	IMP	PMID:20691678	MGI:MGI:4867389|MGI:MGI:4867392	10090	MGI		P
UniProtKB	B9EKI3	Tmf1	acts_upstream_of_or_within	GO:0001675	acrosome assembly	ECO:0000315	IMP	PMID:20691678	MGI:MGI:4867389|MGI:MGI:4867392	10090	MGI	occurs_in(CL:0000018)	P
UniProtKB	B9EKI3	Tmf1	acts_upstream_of_or_within	GO:0007289	spermatid nucleus differentiation	ECO:0000315	IMP	PMID:20691678	MGI:MGI:4867389|MGI:MGI:4867392	10090	MGI		P
UniProtKB	C3U1Q6	Prm1	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000221	35531	InterPro		P
UniProtKB	C3U1Q6	Prm1	involved_in	GO:0007283	spermatogenesis	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	35531	UniProt		P
UniProtKB	C3U1Q8	Prm1	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000221	10091	InterPro		P
UniProtKB	C3U1Q8	Prm1	involved_in	GO:0007283	spermatogenesis	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10091	UniProt		P
UniProtKB	C3U1Q9	Prm1	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000221	39442	InterPro		P
UniProtKB	C3U1Q9	Prm1	involved_in	GO:0007283	spermatogenesis	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	39442	UniProt		P
UniProtKB	C3U1R0	Prm1	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000221	10092	InterPro		P
UniProtKB	C3U1R0	Prm1	involved_in	GO:0007283	spermatogenesis	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10092	UniProt		P
UniProtKB	C3U1R6	Prm2	involved_in	GO:0007286	spermatid development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000492	39442	InterPro		P
UniProtKB	C3U1R7	Prm2	involved_in	GO:0007286	spermatid development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000492	35531	InterPro		P
UniProtKB	C3U1R8	Prm2	involved_in	GO:0007286	spermatid development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000492	10091	InterPro		P
UniProtKB	C3U1S0	Prm2	involved_in	GO:0007286	spermatid development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000492	10092	InterPro		P
UniProtKB	C6KI89	Catsperg2	involved_in	GO:0007283	spermatogenesis	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	D3YUE6	Gtsf1	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007917	10090	InterPro		P
UniProtKB	D3YUJ3	Ccnyl1	acts_upstream_of_or_within	GO:0007283	spermatogenesis	ECO:0000315	IMP	PMID:26305884	MGI:MGI:4432945	10090	MGI		P
UniProtKB	D3YV29	Gtsf1	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007917	10090	InterPro		P
UniProtKB	D3YVF5	Tex15	involved_in	GO:0007140	male meiotic nuclear division	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026616	10090	InterPro		P
UniProtKB	D3YVM3	Tdrp	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031399	10090	InterPro		P
UniProtKB	D3YWB7	Gm4297	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109542|MGI:MGI:1922390|PANTHER:PTN001064565|UniProtKB:Q8IZU3	10090	GO_Central		P
UniProtKB	D3YWV9	Gtsf1	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007917	10090	InterPro		P
UniProtKB	D3Z347	Slx	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109542|MGI:MGI:1922390|PANTHER:PTN001064565|UniProtKB:Q8IZU3	10090	GO_Central		P
UniProtKB	D3Z347	Slx	acts_upstream_of_or_within	GO:0048515	spermatid differentiation	ECO:0000316	IGI	PMID:23028340	MGI:MGI:1922390|MGI:MGI:2687328	10090	MGI		P
UniProtKB	D3Z347	Slx	acts_upstream_of_or_within	GO:0048515	spermatid differentiation	ECO:0000316	IGI	PMID:20739462	MGI:MGI:1922390	10090	MGI	results_in_acquisition_of_features_of(CL:0000019)	P
UniProtKB	D3Z3K2	Ccnb1ip1	acts_upstream_of_or_within	GO:0007286	spermatid development	ECO:0000315	IMP	PMID:17784788	MGI:MGI:3050548	10090	MGI	occurs_in(CL:0000018)	P
UniProtKB	D3Z3W4	Ggnbp1	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026670	10090	InterPro		P
UniProtKB	D3Z4J1	Dazap1	involved_in	GO:0007283	spermatogenesis	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	D3Z4R1	Hfm1	involved_in	GO:0048477	oogenesis	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0896	10090	UniProt		P
UniProtKB	D3Z4R1	Hfm1	involved_in	GO:0007283	spermatogenesis	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	D3Z4U6	Gm5934	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109542|MGI:MGI:1922390|PANTHER:PTN001064565|UniProtKB:Q8IZU3	10090	GO_Central		P
UniProtKB	D3Z7C4	Gm2030	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109542|MGI:MGI:1922390|PANTHER:PTN001064565|UniProtKB:Q8IZU3	10090	GO_Central		P
UniProtKB	D6RIK6	Tsga10	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033323	10090	InterPro		P
UniProtKB	E0CYX4	4430402I18Rik	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR042769	10090	InterPro		P
UniProtKB	E5FYH1	Topaz1	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:3779933|PANTHER:PTN002860937	10090	GO_Central		P
UniProtKB	E5FYH1	Topaz1	involved_in	GO:0048137	spermatocyte division	ECO:0000318	IBA	PMID:21873635	MGI:MGI:3779933|PANTHER:PTN002860937	10090	GO_Central		P
UniProtKB	E5FYH1	Topaz1	involved_in	GO:0007283	spermatogenesis	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	E5FYH1	Topaz1	acts_upstream_of_or_within	GO:0048137	spermatocyte division	ECO:0000315	IMP	PMID:26358182	MGI:MGI:5700076	10090	MGI	occurs_in(EMAPA:17972)	P
UniProtKB	E5FYH1	Topaz1	acts_upstream_of_or_within	GO:0007286	spermatid development	ECO:0000315	IMP	PMID:26358182	MGI:MGI:5700076	10090	MGI		P
UniProtKB	E7D6R1	Syce3	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR028145	10090	InterPro		P
UniProtKB	E9PWJ8	Gm5926	involved_in	GO:0007276	gamete generation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003671	10090	InterPro		P
UniProtKB	E9PY31	Tex15	involved_in	GO:0007140	male meiotic nuclear division	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026616	10090	InterPro		P
UniProtKB	E9Q1G8	Septin7	involved_in	GO:0007283	spermatogenesis	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	E9Q226	Ccnyl1	acts_upstream_of_or_within	GO:0007283	spermatogenesis	ECO:0000315	IMP	PMID:26305884	MGI:MGI:4432945	10090	MGI		P
UniProtKB	E9Q3T6	Prdm14	involved_in	GO:0007281	germ cell development	ECO:0000315	IMP	PMID:27281218		10090	UniProt		P
UniProtKB	E9Q3T6	Prdm14	involved_in	GO:0007281	germ cell development	ECO:0000315	IMP	PMID:26523391		10090	UniProt		P
UniProtKB	E9Q3T6	Prdm14	acts_upstream_of_or_within	GO:0007281	germ cell development	ECO:0000315	IMP	PMID:18622394	MGI:MGI:3805889	10090	MGI	occurs_in(EMAPA:17962)|occurs_in(EMAPA:17972)	P
UniProtKB	E9Q414	Apob	acts_upstream_of_or_within	GO:0007283	spermatogenesis	ECO:0000315	IMP	PMID:8855280	MGI:MGI:2157090	10090	MGI		P
UniProtKB	E9Q4U7	Diaph2	involved_in	GO:0007292	female gamete generation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027644	10090	InterPro		P
UniProtKB	E9Q5G7	Oog1	acts_upstream_of_or_within	GO:0048599	oocyte development	ECO:0006052	IMP	PMID:29731491		10090	MGI	occurs_in(EMAPA:17962),occurs_in(GO:0005575)	P
UniProtKB	E9Q5K1	Tcfl5	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039583	10090	InterPro		P
UniProtKB	E9Q5K9	Ythdc1	acts_upstream_of_or_within	GO:0007283	spermatogenesis	ECO:0000315	IMP	PMID:29799838	MGI:MGI:3757577,MGI:MGI:6194732	10090	MGI	occurs_in(EMAPA:31482)	P
UniProtKB	E9Q5K9	Ythdc1	acts_upstream_of_or_within	GO:0048160	primary follicle stage	ECO:0000315	IMP	PMID:29799838	MGI:MGI:3757577,MGI:MGI:6194732	10090	MGI	occurs_in(EMAPA:31025)	P
UniProtKB	E9Q5K9	Ythdc1	acts_upstream_of_or_within	GO:0048160	primary follicle stage	ECO:0000315	IMP	PMID:29799838	MGI:MGI:2176187,MGI:MGI:6194732	10090	MGI	occurs_in(EMAPA:31025)	P
UniProtKB	E9Q5M6	Cfap44	involved_in	GO:0007288	sperm axoneme assembly	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1277238|PANTHER:PTN001010599|UniProtKB:Q96MT7	10090	GO_Central		P
UniProtKB	E9Q5M6	Cfap44	involved_in	GO:0007288	sperm axoneme assembly	ECO:0000315	IMP	PMID:28552195		10090	UniProt		P
UniProtKB	E9Q5M6	Cfap44	involved_in	GO:0007288	sperm axoneme assembly	ECO:0000315	IMP	PMID:29449551		10090	UniProt		P
UniProtKB	E9Q5M6	Cfap44	acts_upstream_of_or_within	GO:0007288	sperm axoneme assembly	ECO:0000315	IMP	PMID:29522859	MGI:MGI:6140014	10090	MGI	occurs_in(CL:0000019)	P
UniProtKB	E9Q5M6	Cfap44	acts_upstream_of_or_within	GO:0007288	sperm axoneme assembly	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96MT7	10090	MGI		P
UniProtKB	E9Q5M6	Cfap44	involved_in	GO:0007288	sperm axoneme assembly	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q96MT7|ensembl:ENSP00000377428	10090	Ensembl		P
UniProtKB	E9Q5Z5	Fancf	acts_upstream_of_or_within	GO:0007283	spermatogenesis	ECO:0000315	IMP	PMID:21915857		10090	MGI		P
UniProtKB	E9Q6W4	Znf296	involved_in	GO:0007283	spermatogenesis	ECO:0000270	IEP	PMID:11063263		10090	UniProt		P
UniProtKB	E9Q7R9	Cfap43	involved_in	GO:0007288	sperm axoneme assembly	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1289258|PANTHER:PTN002686399|UniProtKB:Q8NDM7	10090	GO_Central		P
UniProtKB	E9Q7R9	Cfap43	involved_in	GO:0007288	sperm axoneme assembly	ECO:0000315	IMP	PMID:29449551		10090	UniProt		P
UniProtKB	E9Q7R9	Cfap43	involved_in	GO:0007288	sperm axoneme assembly	ECO:0000315	IMP	PMID:28552195		10090	UniProt		P
UniProtKB	E9Q7R9	Cfap43	involved_in	GO:0007283	spermatogenesis	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	E9Q7R9	Cfap43	acts_upstream_of_or_within	GO:0007288	sperm axoneme assembly	ECO:0000315	IMP	PMID:31884020	MGI:MGI:6431400	10090	MGI	occurs_in(CL:0011016)	P
UniProtKB	E9Q7R9	Cfap43	acts_upstream_of_or_within	GO:0007288	sperm axoneme assembly	ECO:0000315	IMP	PMID:29522859	MGI:MGI:6140013	10090	MGI	occurs_in(CL:0000019)	P
UniProtKB	E9Q7R9	Cfap43	acts_upstream_of_or_within	GO:0007288	sperm axoneme assembly	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q8NDM7	10090	MGI		P
UniProtKB	E9Q7R9	Cfap43	involved_in	GO:0007288	sperm axoneme assembly	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8NDM7|ensembl:ENSP00000349568	10090	Ensembl		P
UniProtKB	E9Q8T7	Dnah1	acts_upstream_of_or_within	GO:0007288	sperm axoneme assembly	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q9P2D7	10090	MGI		P
UniProtKB	E9Q8T7	Dnah1	involved_in	GO:0007288	sperm axoneme assembly	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9P2D7|ensembl:ENSP00000401514	10090	Ensembl		P
UniProtKB	E9Q956	Mcmdc2	acts_upstream_of_or_within	GO:0048477	oogenesis	ECO:0000315	IMP	PMID:27760146	MGI:MGI:2178050,MGI:MGI:5511194	10090	MGI		P
UniProtKB	E9Q956	Mcmdc2	acts_upstream_of_or_within	GO:0007283	spermatogenesis	ECO:0000315	IMP	PMID:27760146	MGI:MGI:2178050,MGI:MGI:5511194	10090	MGI		P
UniProtKB	E9Q9F5	Septin7	involved_in	GO:0007283	spermatogenesis	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	E9Q9F6	Catsperd	involved_in	GO:0007283	spermatogenesis	ECO:0000315	IMP	PMID:21224844		10090	UniProt		P
UniProtKB	E9Q9F6	Catsperd	involved_in	GO:0007283	spermatogenesis	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	E9Q9F6	Catsperd	involved_in	GO:0048240	sperm capacitation	ECO:0000315	IMP	PMID:21224844		10090	UniProt		P
UniProtKB	E9Q9T4	Adcy10	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016577	10090	InterPro		P
UniProtKB	E9QAF0	Spata31	involved_in	GO:0007283	spermatogenesis	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	E9QL04	Aurkc	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR030613	10090	InterPro		P
UniProtKB	E9QL04	Aurkc	involved_in	GO:0048599	oocyte development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR030613	10090	InterPro		P
UniProtKB	E9QP99	Golga3	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033288	10090	InterPro		P
UniProtKB	E9QPQ9	Boll	involved_in	GO:0007283	spermatogenesis	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	F2Z472	Svs3a	involved_in	GO:0048240	sperm capacitation	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1858275|PANTHER:PTN000057643	10090	GO_Central		P
UniProtKB	F2Z4A9	Smarca2	involved_in	GO:0007286	spermatid development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:E9PTG1|ensembl:ENSRNOP00000016740	10090	Ensembl		P
UniProtKB	F6SXE5	Gtsf1	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007917	10090	InterPro		P
UniProtKB	F6TV20	Boll	involved_in	GO:0007283	spermatogenesis	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	F6UU42	4430402I18Rik	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR042769	10090	InterPro		P
UniProtKB	F6VD35	Zp3	involved_in	GO:0035803	egg coat formation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040196	10090	InterPro		P
UniProtKB	F6VV40	Pank2	acts_upstream_of_or_within	GO:0007286	spermatid development	ECO:0000315	IMP	PMID:15525657	MGI:MGI:3514020	10090	MGI	occurs_in(EMAPA:17972)	P
UniProtKB	F7A4R2	Nectin3	involved_in	GO:0007286	spermatid development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033319	10090	InterPro		P
UniProtKB	F8VPN2	Tex15	involved_in	GO:0007140	male meiotic nuclear division	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026616	10090	InterPro		P
UniProtKB	F8VPN2	Tex15	involved_in	GO:0007283	spermatogenesis	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	F8VPN2	Tex15	acts_upstream_of_or_within	GO:0007140	male meiotic nuclear division	ECO:0000315	IMP	PMID:18283110	MGI:MGI:3526165	10090	MGI	occurs_in(EMAPA:17972)	P
UniProtKB	F8VPN2	Tex15	acts_upstream_of_or_within	GO:0007283	spermatogenesis	ECO:0000315	IMP	PMID:18283110	MGI:MGI:3526165	10090	MGI	occurs_in(EMAPA:17972)	P
UniProtKB	F8VPQ2	Arid4a	involved_in	GO:0007283	spermatogenesis	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	F8VPQ2	Arid4a	acts_upstream_of_or_within	GO:0007283	spermatogenesis	ECO:0000316	IGI	PMID:23487765	MGI:MGI:2137512	10090	MGI		P
